DIMET,6/7/2015,10.50,10.50,9.65,1248400
DEMCO,6/7/2015,14.60,14.90,14.40,18725406
DELTA,6/7/2015,87.50,88.50,86.75,739129
DCON,6/7/2015,1.81,1.86,1.80,28640301
DCC,6/7/2015,3.64,3.72,3.64,2124520
CWT,6/7/2015,4.08,4.24,4.06,1756900
CTW,6/7/2015,9.10,9.10,9.00,36600
CTARAF,6/7/2015,4.50,4.50,4.40,38500
CSS,6/7/2015,5.35,5.50,5.30,5491780
CSL,6/7/2015,6.70,6.75,6.65,109900
CSC,6/7/2015,52.75,53.75,52.75,28100
CRYSTAL,6/7/2015,10.00,10.00,10.00,8500
CRANE,6/7/2015,3.74,3.88,3.72,2928360
CPR,6/7/2015,4.04,4.30,4.04,587300
CPNRF,6/7/2015,16.60,16.60,16.40,120900
CPNCG,6/7/2015,11.00,11.10,11.00,126300
CPN,6/7/2015,47.75,48.25,47.50,5153302
CPL,6/7/2015,40.50,40.50,40.25,5800
CPI,6/7/2015,2.26,2.28,2.26,128000
CPH,6/7/2015,10.40,10.70,10.30,6800
CPF,6/7/2015,22.60,23.10,22.50,23214682
CPALL,6/7/2015,45.75,46.25,45.50,6168797
COLOR,6/7/2015,1.59,1.61,1.58,905500
COL,6/7/2015,52.25,52.50,52.00,95000
CNT,6/7/2015,4.40,4.44,4.40,207505
CNS,6/7/2015,2.40,2.42,2.38,110300
CMO,6/7/2015,1.96,1.99,1.95,194600
CM,6/7/2015,3.48,3.50,3.48,176600
CKP,6/7/2015,2.92,2.98,2.92,9361880
CK,6/7/2015,26.75,27.00,26.50,4154922
CITY,6/7/2015,4.20,4.20,4.16,143600
CIMBT,6/7/2015,1.67,1.67,1.64,1043000
CIG,6/7/2015,0.89,0.92,0.89,1782700
CI,6/7/2015,2.48,2.60,2.48,4655080
CHUO,6/7/2015,7.80,8.10,7.80,248400
CHOW,6/7/2015,5.85,6.15,5.85,980800
CHOTI,6/7/2015,128.00,130.00,128.00,1700
CHO,6/7/2015,3.94,4.08,3.94,12988200
CHG,6/7/2015,1.82,1.86,1.81,5191910
CHARAN,6/7/2015,32.25,32.25,31.75,2800
CGD,6/7/2015,1.36,1.38,1.35,8417001
CFRESH,6/7/2015,7.90,8.00,7.90,80800
CENTEL,6/7/2015,37.00,37.75,36.75,1438051
CEN,6/7/2015,3.24,3.36,3.24,4796401
CEI,6/7/2015,1.09,1.14,1.08,22483001
CCP,6/7/2015,1.11,1.13,1.11,2431713
CCN,6/7/2015,2.86,2.94,2.86,442900
CCET,6/7/2015,3.40,3.46,3.40,1424941
CBG,6/7/2015,43.50,43.50,43.00,642412
BWG,6/7/2015,1.67,1.70,1.67,19830720
BTSGIF,6/7/2015,10.20,10.20,10.10,4113050
BTS-W3,6/7/2015,1.23,1.31,1.20,44029348
BTS,6/7/2015,10.00,10.20,10.00,34351064
BTC,6/7/2015,0.31,0.33,0.31,7794448
BSM,6/7/2015,0.80,0.82,0.79,10248975
BSBM,6/7/2015,1.04,1.05,1.03,1392700
BRR,6/7/2015,13.10,13.50,13.00,6297280
BROOK,6/7/2015,0.96,0.97,0.95,5626900
BROCK,6/7/2015,2.60,2.64,2.60,168300
BOL,6/7/2015,2.20,2.28,2.00,17208975
BMCL,6/7/2015,1.92,1.92,1.90,46352303
BLAND,6/7/2015,1.51,1.53,1.51,47383352
BLA,6/7/2015,50.00,50.25,49.75,277599
BKI,6/7/2015,365.00,367.00,365.00,2200
BKD,6/7/2015,3.52,3.58,3.52,1012500
BJCHI,6/7/2015,7.00,7.15,7.00,2128700
BJC,6/7/2015,35.00,35.50,35.00,354003
BIGC,6/7/2015,187.00,187.50,185.50,123409
BH,6/7/2015,186.50,186.50,184.00,420360
BGT,6/7/2015,1.22,1.27,1.22,1723700
BDMS,6/7/2015,19.80,19.80,19.50,11079571
BFIT,6/7/2015,5.65,5.65,5.55,285700
BECL,6/7/2015,39.00,39.50,38.75,1298216
BEC,6/7/2015,36.75,37.50,36.25,2524407
BEAUTY,6/7/2015,3.96,4.04,3.96,3751603
BCP,6/7/2015,35.50,35.75,35.00,7971490
BCH,6/7/2015,7.00,7.10,6.95,1493810
BBL,6/7/2015,172.50,174.00,172.00,5288235
BAY,6/7/2015,32.25,32.75,32.25,1235710
BANPU,6/7/2015,25.00,25.25,24.90,7185616
BAFS,6/7/2015,25.50,26.50,25.50,148075
BA,6/7/2015,22.10,22.20,21.90,3427100
AYUD,6/7/2015,36.00,36.25,36.00,104875
AUCT,6/7/2015,16.60,16.80,16.60,281200
ASP,6/7/2015,4.16,4.20,4.14,5510120
ASK,6/7/2015,19.60,19.70,19.50,209400
ASIMAR,6/7/2015,2.32,2.34,2.30,2214200
ASIA,6/7/2015,86.50,88.25,86.50,8200
AS,6/7/2015,4.96,5.25,4.96,950100
ARROW,6/7/2015,12.60,13.30,12.10,9409374
ARIP,6/7/2015,1.08,1.09,1.06,972800
APURE,6/7/2015,1.54,1.58,1.53,6134700
AMARIN,6/7/2015,11.00,11.10,10.70,52690
AQ,6/7/2015,0.40,0.41,0.36,486890855
APCS,6/7/2015,6.70,6.85,6.55,3794300
APCO,6/7/2015,2.44,2.46,2.42,2745300
AP,6/7/2015,6.85,7.00,6.80,6223987
AOT,6/7/2015,306.00,310.00,304.00,1868733
ANAN,6/7/2015,3.62,3.68,3.56,4530800
AMC,6/7/2015,2.22,2.24,2.22,206700
AMATA,6/7/2015,14.90,15.30,14.90,4267585
AKR,6/7/2015,2.10,2.10,1.91,135603526
AKP,6/7/2015,3.38,3.44,3.38,336300
AJD,6/7/2015,0.94,0.94,0.91,29254200
AJ,6/7/2015,7.55,7.60,7.50,147500
AIT,6/7/2015,29.25,29.25,29.00,249000
AHC,6/7/2015,34.50,34.50,34.25,3200
AH,6/7/2015,13.90,14.20,13.90,16800
AGE,6/7/2015,2.22,2.22,2.14,2615772
AEONTS,6/7/2015,93.00,93.75,93.00,23558
ADVANC,6/7/2015,239.00,239.00,236.00,2332318
ACAP,6/7/2015,10.50,10.80,10.50,119400
ABC,6/7/2015,0.87,0.92,0.87,7989279
AAV,6/7/2015,4.48,4.52,4.42,19067500
A,6/7/2015,5.50,5.55,5.45,56800
